Office of the Superintendent of Bankruptcy,,,,,,,,,,,,,,,,,
Business Bankruptcy Statistics by the North American Industry Classification System by Province,,,,,,,,,,,,,,,,,
Year: 2024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Bureau du surintendent des faillites,,,,,,,,,,,,,,,,,
Statistiques provinciales sur les faillites d'entreprise selon le Système de classification des industries de l'Amerique du Nord,,,,,,,,,,,,,,,,,
Année: 2024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
TYPE,CODE,TITLE,TITRE,"N.L 
T.-N.-L.","N.S. 
N.-É.","P.E.I. 
Î.-P.-É.","N.B. 
N.-B.","QUE. 
QC","ONT. 
ONT.","MAN. 
MAN.","SASK. 
SASK.","ALTA. 
ALB.","B.C. 
C.-B.","N.W.T. 
T.-N.-O.","Y.T. 
YUKON","NUN. 
NUN.","CANADA 
CANADA"
Sub Sector / Sous-secteur:,236,Construction of buildings,Construction de bâtiments,0,4,0,1,176,79,1,3,12,13,0,0,0,289
Industry Group / Groupe industriel:,2361,Residential building construction,Construction résidentielle,0,4,0,1,167,67,1,3,10,11,0,0,0,264
Industry / Industrie:,23611,Residential building construction,Construction résidentielle,0,4,0,1,167,67,1,3,10,11,0,0,0,264
National Industry / Industrie nationale:,236110,Residential building construction,Construction résidentielle,0,4,0,1,167,67,1,3,10,11,0,0,0,264
Industry Group / Groupe industriel:,2362,Non-residential building construction,Construction non résidentielle,0,0,0,0,9,12,0,0,2,2,0,0,0,25
Industry / Industrie:,23621,Industrial building and structure construction,Construction de bâtiments et de structures à usage industriel,0,0,0,0,2,7,0,0,0,0,0,0,0,9
National Industry / Industrie nationale:,236210,Industrial building and structure construction,Construction de bâtiments et de structures à usage industriel,0,0,0,0,2,7,0,0,0,0,0,0,0,9
Industry / Industrie:,23622,Commercial and institutional building construction,Construction de bâtiments à usage commercial et institutionnel,0,0,0,0,7,5,0,0,2,2,0,0,0,16
National Industry / Industrie nationale:,236220,Commercial and institutional building construction,Construction de bâtiments à usage commercial et institutionnel,0,0,0,0,7,5,0,0,2,2,0,0,0,16
Sub Sector / Sous-secteur:,237,Heavy and civil engineering construction,Travaux de génie civil,0,0,1,0,9,10,0,0,3,1,0,0,0,24
Industry Group / Groupe industriel:,2371,Utility system construction,Construction d'installations de services publics,0,0,0,0,3,6,0,0,3,0,0,0,0,12
Industry / Industrie:,23711,Water and sewer line and related structures construction,Construction d'aqueducs et d'égouts et structures connexes,0,0,0,0,1,2,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,237110,Water and sewer line and related structures construction,Construction d'aqueducs et d'égouts et structures connexes,0,0,0,0,1,2,0,0,0,0,0,0,0,3
Industry / Industrie:,23712,Oil and gas pipeline and related structures construction,Construction d'oléoducs et de gazoducs et structures connexes,0,0,0,0,0,1,0,0,2,0,0,0,0,3
National Industry / Industrie nationale:,237120,Oil and gas pipeline and related structures construction,Construction d'oléoducs et de gazoducs et structures connexes,0,0,0,0,0,1,0,0,2,0,0,0,0,3
Industry / Industrie:,23713,Power and communication line and related structures construction,"Construction de lignes de transmission d'énergie électrique et de
télécommunication et structures co",0,0,0,0,2,3,0,0,1,0,0,0,0,6
National Industry / Industrie nationale:,237130,Power and communication line and related structures construction,"Construction de lignes de transmission d'énergie électrique et de
télécommunication et structures co",0,0,0,0,2,3,0,0,1,0,0,0,0,6
Industry Group / Groupe industriel:,2372,Land subdivision,Lotissement de terrains,0,0,0,0,2,3,0,0,0,0,0,0,0,5
Industry / Industrie:,23721,Land subdivision,Lotissement de terrains,0,0,0,0,2,3,0,0,0,0,0,0,0,5
National Industry / Industrie nationale:,237210,Land subdivision,Lotissement de terrains,0,0,0,0,2,3,0,0,0,0,0,0,0,5
Industry Group / Groupe industriel:,2373,"Highway, street and bridge construction","Construction de routes, de rues et de ponts",0,0,0,0,2,0,0,0,0,0,0,0,0,2
Industry / Industrie:,23731,"Highway, street and bridge construction","Construction de routes, de rues et de ponts",0,0,0,0,2,0,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,237310,"Highway, street and bridge construction","Construction de routes, de rues et de ponts",0,0,0,0,2,0,0,0,0,0,0,0,0,2
Industry Group / Groupe industriel:,2379,Other heavy and civil engineering construction,Autres travaux de génie civil,0,0,1,0,2,1,0,0,0,1,0,0,0,5
Industry / Industrie:,23799,Other heavy and civil engineering construction,Autres travaux de génie civil,0,0,1,0,2,1,0,0,0,1,0,0,0,5
National Industry / Industrie nationale:,237990,Other heavy and civil engineering construction,Autres travaux de génie civil,0,0,1,0,2,1,0,0,0,1,0,0,0,5
Sub Sector / Sous-secteur:,238,Specialty trade contractors,Entrepreneurs spécialisés,4,2,1,2,162,118,4,3,13,15,0,0,0,324
Industry Group / Groupe industriel:,2381,"Foundation, structure, and building exterior contractors","Entrepreneurs en travaux de fondations, de structure, et d'extérieur de
bâtiment",0,0,0,0,38,32,0,0,3,5,0,0,0,78
Industry / Industrie:,23811,Poured concrete foundation and structure contractors,Entrepreneurs en travaux de fondations et de structure en béton coulé,0,0,0,0,7,1,0,0,0,1,0,0,0,9
National Industry / Industrie nationale:,238110,Poured concrete foundation and structure contractors,Entrepreneurs en travaux de fondations et de structure en béton coulé,0,0,0,0,7,1,0,0,0,1,0,0,0,9
Industry / Industrie:,23812,Structural steel and precast concrete contractors,"Entrepreneurs en montage de charpentes d'acier et mise en place de béton
préfabriqué",0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,238120,Structural steel and precast concrete contractors,"Entrepreneurs en montage de charpentes d'acier et mise en place de béton
préfabriqué",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,23813,Framing contractors,Entrepreneurs en charpenterie,0,0,0,0,2,3,0,0,0,0,0,0,0,5
National Industry / Industrie nationale:,238130,Framing contractors,Entrepreneurs en charpenterie,0,0,0,0,2,3,0,0,0,0,0,0,0,5
Industry / Industrie:,23814,Masonry contractors,Entrepreneurs en travaux de maçonnerie,0,0,0,0,5,5,0,0,0,0,0,0,0,10
National Industry / Industrie nationale:,238140,Masonry contractors,Entrepreneurs en travaux de maçonnerie,0,0,0,0,5,5,0,0,0,0,0,0,0,10
Industry / Industrie:,23815,Glass and glazing contractors,Entrepreneurs en travaux de vitrage et de vitrerie,0,0,0,0,1,2,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,238150,Glass and glazing contractors,Entrepreneurs en travaux de vitrage et de vitrerie,0,0,0,0,1,2,0,0,0,0,0,0,0,3
Industry / Industrie:,23816,Roofing contractors,Entrepreneurs en travaux de toiture,0,0,0,0,17,16,0,0,2,1,0,0,0,36
National Industry / Industrie nationale:,238160,Roofing contractors,Entrepreneurs en travaux de toiture,0,0,0,0,17,16,0,0,2,1,0,0,0,36
Industry / Industrie:,23817,Siding contractors,Entrepreneurs en travaux de parements,0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,238170,Siding contractors,Entrepreneurs en travaux de parements,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,23819,"Other foundation, structure and building exterior contractors","Entrepreneurs en autres travaux de fondations, de structure, et d'extérieur
de bâtiment",0,0,0,0,6,3,0,0,1,3,0,0,0,13
National Industry / Industrie nationale:,238190,"Other foundation, structure and building exterior contractors","Entrepreneurs en autres travaux de fondations, de structure, et d'extérieur
de bâtiment",0,0,0,0,6,3,0,0,1,3,0,0,0,13
Industry Group / Groupe industriel:,2382,Building equipment contractors,Entrepreneurs en installation d'équipements techniques,1,1,0,2,36,23,4,1,2,6,0,0,0,76
Industry / Industrie:,23821,Electrical contractors and other wiring installation contractors,Entrepreneurs en travaux d'électricité et en installation de câblage,1,1,0,0,9,9,1,0,0,1,0,0,0,22
National Industry / Industrie nationale:,238210,Electrical contractors and other wiring installation contractors,Entrepreneurs en travaux d'électricité et en installation de câblage,1,1,0,0,9,9,1,0,0,1,0,0,0,22
Industry / Industrie:,23822,"Plumbing, heating and air-conditioning contractors","Entrepreneurs en plomberie, chauffage et climatisation",0,0,0,2,17,12,3,1,1,5,0,0,0,41
National Industry / Industrie nationale:,238220,"Plumbing, heating and air-conditioning contractors","Entrepreneurs en plomberie, chauffage et climatisation",0,0,0,2,17,12,3,1,1,5,0,0,0,41
Industry / Industrie:,23829,Other building equipment contractors,Entrepreneurs en installation d'autres équipements techniques,0,0,0,0,10,2,0,0,1,0,0,0,0,13
National Industry / Industrie nationale:,238291,Elevator and escalator installation contractors,Entrepreneurs en installation d'ascenseurs et d'escaliers roulants,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,238299,All other building equipment contractors,Entrepreneurs en installation de tout autre équipement technique,0,0,0,0,9,2,0,0,1,0,0,0,0,12
Industry Group / Groupe industriel:,2383,Building finishing contractors,Entrepreneurs en travaux de finition de bâtiments,2,1,1,0,41,54,0,1,5,3,0,0,0,108
Industry / Industrie:,23831,Drywall and insulation contractors,Entrepreneurs en installation de cloisons sèches et travaux d'isolation,0,0,0,0,7,7,0,0,2,0,0,0,0,16
National Industry / Industrie nationale:,238310,Drywall and insulation contractors,Entrepreneurs en installation de cloisons sèches et travaux d'isolation,0,0,0,0,7,7,0,0,2,0,0,0,0,16
Industry / Industrie:,23832,Painting and wall covering contractors,Entrepreneurs en peinture et tapisserie,0,0,0,0,10,9,0,0,1,0,0,0,0,20
National Industry / Industrie nationale:,238320,Painting and wall covering contractors,Entrepreneurs en peinture et tapisserie,0,0,0,0,10,9,0,0,1,0,0,0,0,20
Industry / Industrie:,23833,Flooring contractors,Entrepreneurs en travaux de revêtements de sol,1,0,1,0,10,13,0,1,1,1,0,0,0,28
National Industry / Industrie nationale:,238330,Flooring contractors,Entrepreneurs en travaux de revêtements de sol,1,0,1,0,10,13,0,1,1,1,0,0,0,28
Industry / Industrie:,23834,Tile and terrazzo contractors,Entrepreneurs en pose de carreaux et coulage de terrazzo,1,0,0,0,2,0,0,0,0,1,0,0,0,4
National Industry / Industrie nationale:,238340,Tile and terrazzo contractors,Entrepreneurs en pose de carreaux et coulage de terrazzo,1,0,0,0,2,0,0,0,0,1,0,0,0,4
Industry / Industrie:,23835,Finish carpentry contractors,Entrepreneurs en petite menuiserie,0,0,0,0,9,16,0,0,0,1,0,0,0,26
National Industry / Industrie nationale:,238350,Finish carpentry contractors,Entrepreneurs en petite menuiserie,0,0,0,0,9,16,0,0,0,1,0,0,0,26
Industry / Industrie:,23839,Other building finishing contractors,Entrepreneurs en autres travaux de finition de bâtiment,0,1,0,0,3,9,0,0,1,0,0,0,0,14
National Industry / Industrie nationale:,238390,Other building finishing contractors,Entrepreneurs en autres travaux de finition de bâtiment,0,1,0,0,3,9,0,0,1,0,0,0,0,14
Industry Group / Groupe industriel:,2389,Other specialty trade contractors,Autres entrepreneurs spécialisés,1,0,0,0,47,9,0,1,3,1,0,0,0,62
Industry / Industrie:,23891,Site preparation contractors,Entrepreneurs en préparation de terrains,0,0,0,0,33,3,0,1,0,0,0,0,0,37
National Industry / Industrie nationale:,238910,Site preparation contractors,Entrepreneurs en préparation de terrains,0,0,0,0,33,3,0,1,0,0,0,0,0,37
Industry / Industrie:,23899,All other specialty trade contractors,Tous les autres entrepreneurs spécialisés,1,0,0,0,14,6,0,0,3,1,0,0,0,25
National Industry / Industrie nationale:,238990,All other specialty trade contractors,Tous les autres entrepreneurs spécialisés,1,0,0,0,14,6,0,0,3,1,0,0,0,25
Sector / Secteur:,31,Manufacturing,Fabrication,0,2,1,1,54,46,1,1,6,8,0,0,0,120
Sub Sector / Sous-secteur:,311,Food manufacturing,Fabrication d'aliments,0,2,1,1,38,24,1,1,2,1,0,0,0,71
Industry Group / Groupe industriel:,3111,Animal food manufacturing,Fabrication d'aliments pour animaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,31111,Animal food manufacturing,Fabrication d'aliments pour animaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311111,Dog and cat food manufacturing,Fabrication d'aliments pour chiens et chats,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311119,Other animal food manufacturing,Fabrication d'aliments pour autres animaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3112,Grain and oilseed milling,Mouture de grains céréaliers et de graines oléagineuses,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,31121,Flour milling and malt manufacturing,Minoterie et malterie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311211,Flour milling,Minoterie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311214,Rice milling and malt manufacturing,Usinage du riz et malterie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,31122,Starch and vegetable fat and oil manufacturing,Amidonnerie et fabrication de graisses et d'huiles végétales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311221,Wet corn milling,Mouture humide du maïs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311224,Oilseed processing,Transformation de graines oléagineuses,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311225,Fat and oil refining and blending,Raffinage et mélange de graisses et d'huiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,31123,Breakfast cereal manufacturing,Fabrication de céréales pour petit déjeuner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311230,Breakfast cereal manufacturing,Fabrication de céréales pour petit déjeuner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3113,Sugar and confectionery product manufacturing,Fabrication de sucre et de confiseries,0,0,0,0,3,0,1,0,0,0,0,0,0,4
Industry / Industrie:,31131,Sugar manufacturing,Fabrication de sucre,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311310,Sugar manufacturing,Fabrication de sucre,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,31134,Non-chocolate confectionery manufacturing,Fabrication de confiseries non chocolatées,0,0,0,0,3,0,1,0,0,0,0,0,0,4
National Industry / Industrie nationale:,311340,Non-chocolate confectionery manufacturing,Fabrication de confiseries non chocolatées,0,0,0,0,3,0,1,0,0,0,0,0,0,4
Industry / Industrie:,31135,Chocolate and chocolate confectionery manufacturing,Fabrication de chocolat et de confiseries chocolatées,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311351,Chocolate and chocolate confectionery manufacturing from cacao beans,"Fabrication de chocolat et de confiseries chocolatées à partir de fèves de
cacao",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311352,Confectionery manufacturing from purchased chocolate,Fabrication de confiseries à partir de chocolat acheté,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3114,Fruit and vegetable preserving and specialty food manufacturing,"Mise en conserve de fruits et de légumes et fabrication de spécialités
alimentaires",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,31141,Frozen food manufacturing,Fabrication d'aliments congelés,0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,311410,Frozen food manufacturing,Fabrication d'aliments congelés,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,31142,"Fruit and vegetable canning, pickling and drying","Mise en conserve, marinage et séchage de fruits et de légumes",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311420,"Fruit and vegetable canning, pickling and drying","Mise en conserve, marinage et séchage de fruits et de légumes",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3115,Dairy product manufacturing,Fabrication de produits laitiers,0,0,1,0,0,3,0,0,0,0,0,0,0,4
Industry / Industrie:,31151,Dairy product (except frozen) manufacturing,Fabrication de produits laitiers (sauf congelés),0,0,1,0,0,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,311511,Fluid milk manufacturing,Fabrication de lait de consommation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311515,"Butter, cheese, and dry and condensed dairy product manufacturing","Fabrication de beurre, de fromage et de produits laitiers secs et concentrés",0,0,1,0,0,0,0,0,0,0,0,0,0,1
Industry / Industrie:,31152,Ice cream and frozen dessert manufacturing,Fabrication de crème glacée et de desserts congelés,0,0,0,0,0,3,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,311520,Ice cream and frozen dessert manufacturing,Fabrication de crème glacée et de desserts congelés,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Industry Group / Groupe industriel:,3116,Meat product manufacturing,Fabrication de produits de viande,0,1,0,0,3,3,0,0,0,0,0,0,0,7
Industry / Industrie:,31161,Animal slaughtering and processing,Abattage et transformation d'animaux,0,1,0,0,3,3,0,0,0,0,0,0,0,7
National Industry / Industrie nationale:,311614,Rendering and meat processing from carcasses,"Fonte de graisses animales et transformation de la viande provenant de
carcasses",0,0,0,0,2,2,0,0,0,0,0,0,0,4
National Industry / Industrie nationale:,311615,Poultry slaughtering and processing,Abattage et transformation de la volaille,0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,311616,Beef cattle slaughtering,Abattage de bovins de boucherie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311617,Hog slaughtering,Abattage de porcs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311619,Other animal slaughtering,Abattage d'autres animaux,0,1,0,0,1,0,0,0,0,0,0,0,0,2
Industry Group / Groupe industriel:,3117,Seafood product preparation and packaging,Préparation et conditionnement de poissons et de fruits de mer,0,1,0,0,1,1,0,0,0,0,0,0,0,3
Industry / Industrie:,31171,Seafood product preparation and packaging,Préparation et conditionnement de poissons et de fruits de mer,0,1,0,0,1,1,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,311710,Seafood product preparation and packaging,Préparation et conditionnement de poissons et de fruits de mer,0,1,0,0,1,1,0,0,0,0,0,0,0,3
Industry Group / Groupe industriel:,3118,Bakeries and tortilla manufacturing,Boulangeries et fabrication de tortillas,0,0,0,0,11,12,0,0,2,0,0,0,0,25
Industry / Industrie:,31181,Bread and bakery product manufacturing,Fabrication de pain et de produits de boulangerie,0,0,0,0,9,12,0,0,2,0,0,0,0,23
National Industry / Industrie nationale:,311811,"Bakeries, manufacture of products for retail sale","Boulangeries, fabrication de produits pour la vente au détail",0,0,0,0,8,6,0,0,0,0,0,0,0,14
National Industry / Industrie nationale:,311814,Commercial bakeries and frozen bakery product manufacturing,"Boulangeries commerciales et fabrication de produits de boulangerie
congelés",0,0,0,0,1,6,0,0,2,0,0,0,0,9
Industry / Industrie:,31182,"Cookie, cracker and pasta manufacturing","Fabrication de biscuits, de craquelins et de pâtes alimentaires",0,0,0,0,2,0,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,311821,Cookie and cracker manufacturing,Fabrication de biscuits et de craquelins,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311824,"Flour mixes, dough, and pasta manufacturing from purchased flour","Fabrication de pâtes alimentaires sèches, de pâte et de mélanges de farine
à partir de farine acheté",0,0,0,0,2,0,0,0,0,0,0,0,0,2
Industry / Industrie:,31183,Tortilla manufacturing,Fabrication de tortillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311830,Tortilla manufacturing,Fabrication de tortillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3119,Other food manufacturing,Fabrication d'autres aliments,0,0,0,1,20,4,0,1,0,1,0,0,0,27
Industry / Industrie:,31191,Snack food manufacturing,Fabrication d'aliments à grignoter,0,0,0,0,3,0,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,311911,Roasted nut and peanut butter manufacturing,Fabrication de noix grillées et de beurre d'arachides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,311919,Other snack food manufacturing,Fabrication d'autres aliments à grignoter,0,0,0,0,3,0,0,0,0,0,0,0,0,3
